Row Labels,Monetory,Frequency,Max of InvoiceDate,Current Date,Recency,Monetory Score,Frequency Score,Recency Score,RFM ,RFM Score,Segment Name,,,,
13753,741.26,35,25-02-2011,09-12-2011,287,5,4,1,10,3,At Risk/ Need Attention,,,,
13754,282.6,12,11-07-2011,09-12-2011,151,2,1,3,6,1,At Risk/ Need Attention,,,,
13755,2154.68,343,06-12-2011,09-12-2011,3,8,9,10,27,9,Top Customer,,,,
13756,5145.12,143,07-12-2011,09-12-2011,2,9,8,10,27,9,Top Customer,,,,
13758,3190.55,117,28-11-2011,09-12-2011,11,8,7,9,24,8,Top Customer,,,,
13759,659.41,25,06-11-2011,09-12-2011,33,5,3,6,14,4,At Risk/ Need Attention,,,,
13760,286.79,57,16-10-2011,09-12-2011,54,2,5,5,12,3,At Risk/ Need Attention,,,,
13761,1070.65,70,20-10-2011,09-12-2011,50,6,6,6,18,6,Loyal customer,,,,
13762,4.26E-14,14,19-05-2011,09-12-2011,204,0,1,2,3,0,immediate Attention,,,,
13763,1689.46,17,07-10-2011,09-12-2011,63,7,2,5,14,4,At Risk/ Need Attention,,,,
13764,1521.76,208,30-09-2011,09-12-2011,70,7,8,5,20,7,Loyal customer,,,,
13767,16945.71,399,07-12-2011,09-12-2011,2,9,9,10,28,9,Top Customer,,,,
13769,2771.87,143,07-12-2011,09-12-2011,2,8,8,10,26,9,Top Customer,,,,
13771,2631.7,120,06-10-2011,09-12-2011,64,8,7,5,20,7,Loyal customer,,,,
13772,1132.13,177,06-11-2011,09-12-2011,33,6,8,6,20,7,Loyal customer,,,,
13774,345,22,19-09-2011,09-12-2011,81,3,3,4,10,3,At Risk/ Need Attention,,,,
13777,25748.35,219,09-12-2011,09-12-2011,0,9,9,10,28,9,Top Customer,,,,
13778,178.7,9,28-08-2011,09-12-2011,103,1,1,4,6,1,At Risk/ Need Attention,,,,
13780,360.01,57,02-12-2011,09-12-2011,7,3,5,9,17,5,Loyal customer,,,,
13781,127.84,17,03-04-2011,09-12-2011,250,0,2,2,4,0,immediate Attention,,,,
13782,912,115,27-11-2011,09-12-2011,12,6,7,8,21,7,Loyal customer,,,,
13784,2462.79,31,30-11-2011,09-12-2011,9,8,4,9,21,7,Loyal customer,,,,
13786,230.4,7,07-12-2010,09-12-2011,367,1,0,1,2,0,immediate Attention,,,,
13787,309.04,31,25-09-2011,09-12-2011,75,2,4,4,10,3,At Risk/ Need Attention,,,,
13790,348.8,45,05-12-2011,09-12-2011,4,3,5,10,18,6,Loyal customer,,,,
13791,1047.68,17,27-10-2011,09-12-2011,43,6,2,6,14,4,At Risk/ Need Attention,,,,
13792,195.55,13,04-10-2011,09-12-2011,66,1,1,5,7,1,At Risk/ Need Attention,,,,
13798,36351.42,439,08-12-2011,09-12-2011,1,9,9,10,28,9,Top Customer,,,,
13799,688.86,39,15-08-2011,09-12-2011,116,5,4,3,12,3,At Risk/ Need Attention,,,,
13800,558.32,33,03-02-2011,09-12-2011,309,4,4,1,9,2,At Risk/ Need Attention,,,,
13801,324.8,23,04-10-2011,09-12-2011,66,2,3,5,10,3,At Risk/ Need Attention,,,,
13802,3906.27,66,24-07-2011,09-12-2011,138,9,6,3,18,6,Loyal customer,,,,
13803,277.07,17,29-03-2011,09-12-2011,255,2,2,2,6,1,At Risk/ Need Attention,,,,
13804,2635.79,137,09-11-2011,09-12-2011,30,8,8,7,23,8,Top Customer,,,,
13805,924.6,13,18-10-2011,09-12-2011,52,6,1,5,12,3,At Risk/ Need Attention,,,,
13806,256.38,10,07-10-2011,09-12-2011,63,2,1,5,8,2,At Risk/ Need Attention,,,,
13807,112.6,7,07-12-2010,09-12-2011,367,0,0,1,1,0,immediate Attention,,,,
13808,1747.66,76,04-12-2011,09-12-2011,5,7,6,9,22,7,Loyal customer,,,,
13809,155.05,12,07-02-2011,09-12-2011,305,1,1,1,3,0,immediate Attention,,,,
13810,899.51,36,11-11-2011,09-12-2011,28,5,4,7,16,5,Loyal customer,,,,
13811,591.75,14,09-06-2011,09-12-2011,183,4,1,2,7,1,At Risk/ Need Attention,,,,
13812,539,36,28-10-2011,09-12-2011,42,4,4,6,14,4,At Risk/ Need Attention,,,,
13813,1353.41,71,31-10-2011,09-12-2011,39,7,6,6,19,6,Loyal customer,,,,
13814,1562.12,58,14-10-2011,09-12-2011,56,7,5,5,17,5,Loyal customer,,,,
13815,4014.91,177,17-11-2011,09-12-2011,22,9,8,7,24,8,Top Customer,,,,
13816,555.04,33,16-11-2011,09-12-2011,23,4,4,7,15,5,Loyal customer,,,,
13817,382.98,24,10-11-2011,09-12-2011,29,3,3,7,13,4,At Risk/ Need Attention,,,,
13819,1140.35,36,11-02-2011,09-12-2011,301,6,4,1,11,3,At Risk/ Need Attention,,,,
13821,385.64,59,18-07-2011,09-12-2011,144,3,6,3,12,3,At Risk/ Need Attention,,,,
13822,632,96,04-12-2011,09-12-2011,5,4,7,9,20,7,Loyal customer,,,,
13823,957.66,40,21-11-2011,09-12-2011,18,6,4,8,18,6,Loyal customer,,,,
13824,1698.94,46,07-11-2011,09-12-2011,32,7,5,6,18,6,Loyal customer,,,,
13826,174.65,12,04-07-2011,09-12-2011,158,1,1,3,5,0,immediate Attention,,,,
13827,412.05,93,13-10-2011,09-12-2011,57,3,7,5,15,5,Loyal customer,,,,
13828,209.49,15,17-11-2011,09-12-2011,22,1,2,7,10,3,At Risk/ Need Attention,,,,
13829,-102,1,15-12-2010,09-12-2011,359,0,0,1,1,0,immediate Attention,,,,
13831,2202.99,74,23-11-2011,09-12-2011,16,8,6,8,22,7,Loyal customer,,,,
13832,40.95,4,22-11-2011,09-12-2011,17,0,0,8,8,2,At Risk/ Need Attention,,,,
13833,384.8,29,03-07-2011,09-12-2011,159,3,3,3,9,2,At Risk/ Need Attention,,,,
13835,834.57,55,14-11-2011,09-12-2011,25,5,5,7,17,5,Loyal customer,,,,
13837,271.24,19,12-05-2011,09-12-2011,211,2,2,2,6,1,At Risk/ Need Attention,,,,
13838,691.73,174,04-12-2011,09-12-2011,5,5,8,9,22,7,Loyal customer,,,,
13841,85,1,01-04-2011,09-12-2011,252,0,0,2,2,0,immediate Attention,,,,
13842,3385.62,206,12-10-2011,09-12-2011,58,8,8,5,21,7,Loyal customer,,,,
13844,361.62,20,28-11-2011,09-12-2011,11,3,2,9,14,4,At Risk/ Need Attention,,,,
13845,312.98,9,06-10-2011,09-12-2011,64,2,1,5,8,2,At Risk/ Need Attention,,,,
13846,847.61,58,15-11-2011,09-12-2011,24,5,5,7,17,5,Loyal customer,,,,
13848,1255,5,08-09-2011,09-12-2011,92,6,0,4,10,3,At Risk/ Need Attention,,,,
13849,1537.95,101,19-10-2011,09-12-2011,51,7,7,5,19,6,Loyal customer,,,,
13850,1586.81,94,12-09-2011,09-12-2011,88,7,7,4,18,6,Loyal customer,,,,
13851,2651.46,81,05-09-2011,09-12-2011,95,8,6,4,18,6,Loyal customer,,,,
13853,1056.94,24,01-12-2011,09-12-2011,8,6,3,9,18,6,Loyal customer,,,,
13854,8025.02,114,01-12-2011,09-12-2011,8,9,7,9,25,8,Top Customer,,,,
13856,363.4,17,24-06-2011,09-12-2011,168,3,2,3,8,2,At Risk/ Need Attention,,,,
13858,216.17,11,13-10-2011,09-12-2011,57,1,1,5,7,1,At Risk/ Need Attention,,,,
13859,201.16,28,17-01-2011,09-12-2011,326,1,3,1,5,0,immediate Attention,,,,
13860,1240,77,08-12-2011,09-12-2011,1,6,6,10,22,7,Loyal customer,,,,
13862,2187.31,142,21-11-2011,09-12-2011,18,8,8,8,24,8,Top Customer,,,,
13863,299.56,22,08-04-2011,09-12-2011,245,2,3,2,7,1,At Risk/ Need Attention,,,,
13865,501.56,30,12-10-2011,09-12-2011,58,4,4,5,13,4,At Risk/ Need Attention,,,,
13866,145.67,7,26-09-2011,09-12-2011,74,0,0,4,4,0,immediate Attention,,,,
13867,1015.29,61,08-11-2011,09-12-2011,31,6,6,7,19,6,Loyal customer,,,,
13868,3192.54,33,02-12-2011,09-12-2011,7,8,4,9,21,7,Loyal customer,,,,
13869,3104.95,307,08-08-2011,09-12-2011,123,8,9,3,20,7,Loyal customer,,,,
13870,2751.25,118,07-12-2011,09-12-2011,2,8,7,10,25,8,Top Customer,,,,
13871,6389.8,338,17-11-2011,09-12-2011,22,9,9,7,25,8,Top Customer,,,,
13873,381.7,24,12-08-2011,09-12-2011,119,3,3,3,9,2,At Risk/ Need Attention,,,,
13874,540.45,18,16-12-2010,09-12-2011,358,4,2,1,7,1,At Risk/ Need Attention,,,,
13875,1786.79,104,17-10-2011,09-12-2011,53,7,7,5,19,6,Loyal customer,,,,
13876,122.7,7,07-10-2011,09-12-2011,63,0,0,5,5,0,immediate Attention,,,,
13877,117.24,3,14-09-2011,09-12-2011,86,0,0,4,4,0,immediate Attention,,,,
13878,1281.53,36,16-10-2011,09-12-2011,54,6,4,5,15,5,Loyal customer,,,,
13880,3219.77,165,18-11-2011,09-12-2011,21,8,8,8,24,8,Top Customer,,,,
13881,16989.52,180,06-12-2011,09-12-2011,3,9,8,10,27,9,Top Customer,,,,
13882,1131.28,66,07-12-2011,09-12-2011,2,6,6,10,22,7,Loyal customer,,,,
13883,2538.75,155,08-12-2011,09-12-2011,1,8,8,10,26,9,Top Customer,,,,
13884,781.3,60,02-12-2011,09-12-2011,7,5,6,9,20,7,Loyal customer,,,,
13885,506.8,28,03-06-2011,09-12-2011,189,4,3,2,9,2,At Risk/ Need Attention,,,,
13886,243.56,16,29-09-2011,09-12-2011,71,2,2,5,9,2,At Risk/ Need Attention,,,,
13887,349.55,19,19-05-2011,09-12-2011,204,3,2,2,7,1,At Risk/ Need Attention,,,,
13888,605.63,40,12-08-2011,09-12-2011,119,4,4,3,11,3,At Risk/ Need Attention,,,,
13889,416.9,15,08-09-2011,09-12-2011,92,3,2,4,9,2,At Risk/ Need Attention,,,,
13890,1860.86,114,08-12-2011,09-12-2011,1,7,7,10,24,8,Top Customer,,,,
13892,632.97,27,13-11-2011,09-12-2011,26,4,3,7,14,4,At Risk/ Need Attention,,,,
13893,821.1,21,15-02-2011,09-12-2011,297,5,2,1,8,2,At Risk/ Need Attention,,,,
13894,535.97,30,17-11-2011,09-12-2011,22,4,4,7,15,5,Loyal customer,,,,
13895,2588.12,119,18-11-2011,09-12-2011,21,8,7,8,23,8,Top Customer,,,,
13897,311.16,17,20-10-2011,09-12-2011,50,2,2,6,10,3,At Risk/ Need Attention,,,,
13898,155.93,12,18-01-2011,09-12-2011,325,1,1,1,3,0,immediate Attention,,,,
13899,388.52,19,23-11-2011,09-12-2011,16,3,2,8,13,4,At Risk/ Need Attention,,,,
13900,740.95,43,09-06-2011,09-12-2011,183,5,5,2,12,3,At Risk/ Need Attention,,,,
13901,2867.2,149,28-09-2011,09-12-2011,72,8,8,4,20,7,Loyal customer,,,,
13904,332.64,26,02-11-2011,09-12-2011,37,2,3,6,11,3,At Risk/ Need Attention,,,,
13908,2347.05,126,21-09-2011,09-12-2011,79,8,8,4,20,7,Loyal customer,,,,
13911,2580.91,148,13-10-2011,09-12-2011,57,8,8,5,21,7,Loyal customer,,,,
13914,613.95,34,06-12-2011,09-12-2011,3,4,4,10,18,6,Loyal customer,,,,
13917,272.04,18,21-10-2011,09-12-2011,49,2,2,6,10,3,At Risk/ Need Attention,,,,
13918,1212.84,30,21-10-2011,09-12-2011,49,6,4,6,16,5,Loyal customer,,,,
13919,350.16,33,17-10-2011,09-12-2011,53,3,4,5,12,3,At Risk/ Need Attention,,,,
13922,172.25,7,23-12-2010,09-12-2011,351,1,0,1,2,0,immediate Attention,,,,
13923,351.13,20,17-10-2011,09-12-2011,53,3,2,5,10,3,At Risk/ Need Attention,,,,
13924,1682.08,137,08-12-2011,09-12-2011,1,7,8,10,25,8,Top Customer,,,,
13925,616.65,45,03-11-2011,09-12-2011,36,4,5,6,15,5,Loyal customer,,,,
13926,223.85,11,16-11-2011,09-12-2011,23,1,1,7,9,2,At Risk/ Need Attention,,,,
13927,348.99,21,26-09-2011,09-12-2011,74,3,2,4,9,2,At Risk/ Need Attention,,,,
13928,464.57,27,29-11-2011,09-12-2011,10,3,3,9,15,5,Loyal customer,,,,
13929,802.85,10,23-06-2011,09-12-2011,169,5,1,3,9,2,At Risk/ Need Attention,,,,
13930,337.34,17,13-10-2011,09-12-2011,57,2,2,5,9,2,At Risk/ Need Attention,,,,
13931,1230.93,59,15-09-2011,09-12-2011,85,6,6,4,16,5,Loyal customer,,,,
13932,307.4,16,18-02-2011,09-12-2011,294,2,2,1,5,0,immediate Attention,,,,
13933,608.79,23,22-08-2011,09-12-2011,109,4,3,3,10,3,At Risk/ Need Attention,,,,
13934,922.1,31,21-03-2011,09-12-2011,263,6,4,2,12,3,At Risk/ Need Attention,,,,
13936,361.28,27,21-06-2011,09-12-2011,171,3,3,3,9,2,At Risk/ Need Attention,,,,
13937,158.85,9,23-06-2011,09-12-2011,169,1,1,3,5,0,immediate Attention,,,,
13938,71.66,7,04-11-2011,09-12-2011,35,0,0,6,6,1,At Risk/ Need Attention,,,,
13939,556.75,46,16-11-2011,09-12-2011,23,4,5,7,16,5,Loyal customer,,,,
13940,839.14,49,22-11-2011,09-12-2011,17,5,5,8,18,6,Loyal customer,,,,
13941,4912.41,47,18-11-2011,09-12-2011,21,9,5,8,22,7,Loyal customer,,,,
13946,561.57,11,21-09-2011,09-12-2011,79,4,1,4,9,2,At Risk/ Need Attention,,,,
13947,90.6,5,05-10-2011,09-12-2011,65,0,0,5,5,0,immediate Attention,,,,
13948,102,3,14-12-2010,09-12-2011,360,0,0,1,1,0,immediate Attention,,,,
13949,2427.32,160,07-12-2011,09-12-2011,2,8,8,10,26,9,Top Customer,,,,
13950,728.56,36,28-11-2011,09-12-2011,11,5,4,9,18,6,Loyal customer,,,,
13951,674.45,39,16-06-2011,09-12-2011,176,5,4,3,12,3,At Risk/ Need Attention,,,,
13952,3246.091,138,12-05-2011,09-12-2011,211,8,8,2,18,6,Loyal customer,,,,
13953,3515.68,20,02-12-2011,09-12-2011,7,9,2,9,20,7,Loyal customer,,,,
13954,378.59,30,08-12-2011,09-12-2011,1,3,4,10,17,5,Loyal customer,,,,
13955,322.96,33,08-07-2011,09-12-2011,154,2,4,3,9,2,At Risk/ Need Attention,,,,
13956,1026.42,152,04-12-2011,09-12-2011,5,6,8,9,23,8,Top Customer,,,,
13958,-102.45,5,02-12-2010,09-12-2011,372,0,0,1,1,0,immediate Attention,,,,
13959,598.2,92,21-09-2011,09-12-2011,79,4,7,4,15,5,Loyal customer,,,,
13960,230.22,12,18-11-2011,09-12-2011,21,1,1,8,10,3,At Risk/ Need Attention,,,,
13962,169.55,11,18-11-2011,09-12-2011,21,1,1,8,10,3,At Risk/ Need Attention,,,,
13963,664.54,35,04-02-2011,09-12-2011,308,5,4,1,10,3,At Risk/ Need Attention,,,,
13967,80.7,2,17-07-2011,09-12-2011,145,0,0,3,3,0,immediate Attention,,,,
13969,8986.69,633,02-12-2011,09-12-2011,7,9,9,9,27,9,Top Customer,,,,
13971,2702.22,158,01-12-2011,09-12-2011,8,8,8,9,25,8,Top Customer,,,,
13972,190.25,15,30-09-2011,09-12-2011,70,1,2,5,8,2,At Risk/ Need Attention,,,,
13973,264.7,11,25-02-2011,09-12-2011,287,2,1,1,4,0,immediate Attention,,,,
13974,413.59,28,21-10-2011,09-12-2011,49,3,3,6,12,3,At Risk/ Need Attention,,,,
13975,2503.23,340,08-11-2011,09-12-2011,31,8,9,7,24,8,Top Customer,,,,
13976,357.98,10,17-05-2011,09-12-2011,206,3,1,2,6,1,At Risk/ Need Attention,,,,
13978,196.79,15,25-11-2011,09-12-2011,14,1,2,8,11,3,At Risk/ Need Attention,,,,
13979,869.87,54,27-09-2011,09-12-2011,73,5,5,4,14,4,At Risk/ Need Attention,,,,
13980,200.14,11,10-10-2011,09-12-2011,60,1,1,5,7,1,At Risk/ Need Attention,,,,
13982,1861.11,115,31-10-2011,09-12-2011,39,7,7,6,20,7,Loyal customer,,,,
13983,2590.46,112,10-11-2011,09-12-2011,29,8,7,7,22,7,Loyal customer,,,,
13984,488.03,17,13-11-2011,09-12-2011,26,4,2,7,13,4,At Risk/ Need Attention,,,,
13985,7024.53,353,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
13986,320.46,13,22-11-2011,09-12-2011,17,2,1,8,11,3,At Risk/ Need Attention,,,,
13988,4098.8,239,20-11-2011,09-12-2011,19,9,9,8,26,9,Top Customer,,,,
13989,1266.08,41,05-10-2011,09-12-2011,65,6,4,5,15,5,Loyal customer,,,,
13990,311.3,16,10-05-2011,09-12-2011,213,2,2,2,6,1,At Risk/ Need Attention,,,,
13991,850.63,86,27-11-2011,09-12-2011,12,5,7,8,20,7,Loyal customer,,,,
13992,76.8,5,09-11-2011,09-12-2011,30,0,0,7,7,1,At Risk/ Need Attention,,,,
13993,3409.66,125,07-11-2011,09-12-2011,32,8,8,6,22,7,Loyal customer,,,,
13994,2313.14,155,06-12-2011,09-12-2011,3,8,8,10,26,9,Top Customer,,,,
13995,1383.49,87,24-11-2011,09-12-2011,15,7,7,8,22,7,Loyal customer,,,,
13999,3865.26,212,29-11-2011,09-12-2011,10,9,8,9,26,9,Top Customer,,,,
14000,633.71,16,17-05-2011,09-12-2011,206,4,2,2,8,2,At Risk/ Need Attention,,,,
14001,2030.33,40,25-10-2011,09-12-2011,45,8,4,6,18,6,Loyal customer,,,,
14002,529.73,47,28-07-2011,09-12-2011,134,4,5,3,12,3,At Risk/ Need Attention,,,,
14004,4582.64,171,27-10-2011,09-12-2011,43,9,8,6,23,8,Top Customer,,,,
14005,2874.72,84,30-11-2011,09-12-2011,9,8,6,9,23,8,Top Customer,,,,
14006,962.19,30,16-08-2011,09-12-2011,115,6,4,3,13,4,At Risk/ Need Attention,,,,
14009,685.93,44,25-05-2011,09-12-2011,198,5,5,2,12,3,At Risk/ Need Attention,,,,
14012,328.8,11,07-03-2011,09-12-2011,277,2,1,1,4,0,immediate Attention,,,,
14013,473.02,34,21-08-2011,09-12-2011,110,4,4,3,11,3,At Risk/ Need Attention,,,,
14014,505.18,39,23-09-2011,09-12-2011,77,4,4,4,12,3,At Risk/ Need Attention,,,,
14015,917.34,20,18-10-2011,09-12-2011,52,6,2,5,13,4,At Risk/ Need Attention,,,,
14016,4328.46,162,08-07-2011,09-12-2011,154,9,8,3,20,7,Loyal customer,,,,
14019,1398.96,68,24-10-2011,09-12-2011,46,7,6,6,19,6,Loyal customer,,,,
14020,642.8,39,23-11-2011,09-12-2011,16,4,4,8,16,5,Loyal customer,,,,
14021,631.9,22,07-07-2011,09-12-2011,155,4,3,3,10,3,At Risk/ Need Attention,,,,
14022,440,28,28-04-2011,09-12-2011,225,3,3,2,8,2,At Risk/ Need Attention,,,,
14023,584.07,31,02-12-2011,09-12-2011,7,4,4,9,17,5,Loyal customer,,,,
14024,327.7,16,10-08-2011,09-12-2011,121,2,2,3,7,1,At Risk/ Need Attention,,,,
14027,104.82,6,10-10-2011,09-12-2011,60,0,0,5,5,0,immediate Attention,,,,
14029,467.66,15,07-10-2011,09-12-2011,63,4,2,5,11,3,At Risk/ Need Attention,,,,
14030,2360.09,243,21-11-2011,09-12-2011,18,8,9,8,25,8,Top Customer,,,,
14031,14634.64,258,02-12-2011,09-12-2011,7,9,9,9,27,9,Top Customer,,,,
14032,2929.84,152,07-12-2011,09-12-2011,2,8,8,10,26,9,Top Customer,,,,
14034,512.02,92,17-11-2011,09-12-2011,22,4,7,7,18,6,Loyal customer,,,,
14035,1428.02,66,11-11-2011,09-12-2011,28,7,6,7,20,7,Loyal customer,,,,
14036,626.65,38,28-02-2011,09-12-2011,284,4,4,1,9,2,At Risk/ Need Attention,,,,
14037,147.2,28,16-06-2011,09-12-2011,176,1,3,3,7,1,At Risk/ Need Attention,,,,
14038,1554.48,93,22-09-2011,09-12-2011,78,7,7,4,18,6,Loyal customer,,,,
14039,152.2,6,06-11-2011,09-12-2011,33,1,0,6,7,1,At Risk/ Need Attention,,,,
14040,3542.19,241,30-10-2011,09-12-2011,40,9,9,6,24,8,Top Customer,,,,
14041,141.41,21,18-03-2011,09-12-2011,266,0,2,1,3,0,immediate Attention,,,,
14044,652.82,209,13-11-2011,09-12-2011,26,5,8,7,20,7,Loyal customer,,,,
14045,1659.75,6,22-08-2011,09-12-2011,109,7,0,3,10,3,At Risk/ Need Attention,,,,
14046,154.99,14,28-02-2011,09-12-2011,284,1,1,1,3,0,immediate Attention,,,,
14047,1290.01,34,01-12-2011,09-12-2011,8,6,4,9,19,6,Loyal customer,,,,
14048,375.13,88,07-03-2011,09-12-2011,277,3,7,1,11,3,At Risk/ Need Attention,,,,
14049,5639.15,505,23-11-2011,09-12-2011,16,9,9,8,26,9,Top Customer,,,,
14050,746.36,54,08-11-2011,09-12-2011,31,5,5,7,17,5,Loyal customer,,,,
14051,15477.34,215,09-12-2011,09-12-2011,0,9,9,10,28,9,Top Customer,,,,
14052,225.36,56,20-11-2011,09-12-2011,19,1,5,8,14,4,At Risk/ Need Attention,,,,
14053,260.25,4,07-08-2011,09-12-2011,124,2,0,3,5,0,immediate Attention,,,,
14054,92.46,6,05-10-2011,09-12-2011,65,0,0,5,5,0,immediate Attention,,,,
14055,725.64,10,25-08-2011,09-12-2011,106,5,1,4,10,3,At Risk/ Need Attention,,,,
14056,8124.4,1128,08-12-2011,09-12-2011,1,9,9,10,28,9,Top Customer,,,,
14057,6147.4,291,16-11-2011,09-12-2011,23,9,9,7,25,8,Top Customer,,,,
14059,183.6,8,18-03-2011,09-12-2011,266,1,1,1,3,0,immediate Attention,,,,
14060,6135.38,203,05-12-2011,09-12-2011,4,9,8,10,27,9,Top Customer,,,,
14062,10464.85,111,30-11-2011,09-12-2011,9,9,7,9,25,8,Top Customer,,,,
14064,1188.32,82,10-11-2011,09-12-2011,29,6,6,7,19,6,Loyal customer,,,,
14066,152.55,7,18-03-2011,09-12-2011,266,1,0,1,2,0,immediate Attention,,,,
14067,374.7,52,07-10-2011,09-12-2011,63,3,5,5,13,4,At Risk/ Need Attention,,,,
14068,265.85,24,23-01-2011,09-12-2011,320,2,3,1,6,1,At Risk/ Need Attention,,,,
14071,1307.41,333,06-12-2011,09-12-2011,3,6,9,10,25,8,Top Customer,,,,
14073,139.54,14,18-11-2011,09-12-2011,21,0,1,8,9,2,At Risk/ Need Attention,,,,
14075,942.26,43,05-12-2011,09-12-2011,4,6,5,10,21,7,Loyal customer,,,,
14076,122.47,46,02-08-2011,09-12-2011,129,0,5,3,8,2,At Risk/ Need Attention,,,,
14077,499.42,42,30-10-2011,09-12-2011,40,4,4,6,14,4,At Risk/ Need Attention,,,,
14078,1049.37,65,30-08-2011,09-12-2011,101,6,6,4,16,5,Loyal customer,,,,
14079,375.1,12,07-08-2011,09-12-2011,124,3,1,3,7,1,At Risk/ Need Attention,,,,
14080,45.6,4,07-11-2011,09-12-2011,32,0,0,6,6,1,At Risk/ Need Attention,,,,
14081,904.67,156,17-03-2011,09-12-2011,267,5,8,1,14,4,At Risk/ Need Attention,,,,
14082,182.25,29,10-12-2010,09-12-2011,364,1,3,1,5,0,immediate Attention,,,,
14083,1018.43,181,05-12-2011,09-12-2011,4,6,8,10,24,8,Top Customer,,,,
14085,4435.79,451,07-12-2011,09-12-2011,2,9,9,10,28,9,Top Customer,,,,
14087,181.67,70,07-12-2011,09-12-2011,2,1,6,10,17,5,Loyal customer,,,,
14088,50415.49,590,29-11-2011,09-12-2011,10,9,9,9,27,9,Top Customer,,,,
14089,161,14,14-10-2011,09-12-2011,56,1,1,5,7,1,At Risk/ Need Attention,,,,
14090,76.32,1,19-01-2011,09-12-2011,324,0,0,1,1,0,immediate Attention,,,,
14092,4063.1,217,02-12-2011,09-12-2011,7,9,9,9,27,9,Top Customer,,,,
14093,442.85,105,27-11-2011,09-12-2011,12,3,7,8,18,6,Loyal customer,,,,
14096,57120.91,5128,05-12-2011,09-12-2011,4,9,9,10,28,9,Top Customer,,,,
14098,147.35,21,03-11-2011,09-12-2011,36,1,2,6,9,2,At Risk/ Need Attention,,,,
14099,3092.97,252,23-11-2011,09-12-2011,16,8,9,8,25,8,Top Customer,,,,
14100,194.9,26,25-07-2011,09-12-2011,137,1,3,3,7,1,At Risk/ Need Attention,,,,
14101,5976.79,35,27-09-2011,09-12-2011,73,9,4,4,17,5,Loyal customer,,,,
14102,1314.73,84,04-12-2011,09-12-2011,5,7,6,9,22,7,Loyal customer,,,,
14104,216.21,21,08-07-2011,09-12-2011,154,1,2,3,6,1,At Risk/ Need Attention,,,,
14105,1260.33,76,15-09-2011,09-12-2011,85,6,6,4,16,5,Loyal customer,,,,
14107,2688.48,124,19-10-2011,09-12-2011,51,8,7,5,20,7,Loyal customer,,,,
14108,594.16,35,09-11-2011,09-12-2011,30,4,4,7,15,5,Loyal customer,,,,
14109,80.2,14,16-11-2011,09-12-2011,23,0,1,7,8,2,At Risk/ Need Attention,,,,
14110,5669.65,157,06-12-2011,09-12-2011,3,9,8,10,27,9,Top Customer,,,,
14111,688.6,11,25-11-2011,09-12-2011,14,5,1,8,14,4,At Risk/ Need Attention,,,,
14112,2774.17,173,17-11-2011,09-12-2011,22,8,8,7,23,8,Top Customer,,,,
14113,1377.92,40,06-12-2011,09-12-2011,3,7,4,10,21,7,Loyal customer,,,,
14114,386.53,15,11-03-2011,09-12-2011,273,3,2,1,6,1,At Risk/ Need Attention,,,,
14116,1382.74,72,20-11-2011,09-12-2011,19,7,6,8,21,7,Loyal customer,,,,
14117,90,3,19-07-2011,09-12-2011,143,0,0,3,3,0,immediate Attention,,,,
14119,-19.9,1,20-12-2010,09-12-2011,354,0,0,1,1,0,immediate Attention,,,,
14121,2740.3,161,06-12-2011,09-12-2011,3,8,8,10,26,9,Top Customer,,,,
14124,419.58,5,16-09-2011,09-12-2011,84,3,0,4,7,1,At Risk/ Need Attention,,,,
14125,2740.43,167,29-11-2011,09-12-2011,10,8,8,9,25,8,Top Customer,,,,
14126,643.63,16,02-12-2011,09-12-2011,7,4,2,9,15,5,Loyal customer,,,,
14127,709.71,44,09-08-2011,09-12-2011,122,5,5,3,13,4,At Risk/ Need Attention,,,,
14128,637.5,46,10-10-2011,09-12-2011,60,4,5,5,14,4,At Risk/ Need Attention,,,,
14129,1123.86,52,08-12-2011,09-12-2011,1,6,5,10,21,7,Loyal customer,,,,
14130,483.86,67,24-01-2011,09-12-2011,319,4,6,1,11,3,At Risk/ Need Attention,,,,
14132,3580.13,201,07-12-2011,09-12-2011,2,9,8,10,27,9,Top Customer,,,,
14133,590.34,30,02-08-2011,09-12-2011,129,4,4,3,11,3,At Risk/ Need Attention,,,,
14135,4690.31,134,08-12-2011,09-12-2011,1,9,8,10,27,9,Top Customer,,,,
14138,982.38,47,08-12-2011,09-12-2011,1,6,5,10,21,7,Loyal customer,,,,
14139,415.82,26,24-10-2011,09-12-2011,46,3,3,6,12,3,At Risk/ Need Attention,,,,
14140,920.05,67,06-12-2011,09-12-2011,3,6,6,10,22,7,Loyal customer,,,,
14141,879.03,46,07-12-2011,09-12-2011,2,5,5,10,20,7,Loyal customer,,,,
14142,311.81,22,01-12-2010,09-12-2011,373,2,3,1,6,1,At Risk/ Need Attention,,,,
14143,115.8,7,29-07-2011,09-12-2011,133,0,0,3,3,0,immediate Attention,,,,
14145,3148.2,12,24-10-2011,09-12-2011,46,8,1,6,15,5,Loyal customer,,,,
14146,2949.57,245,01-12-2011,09-12-2011,8,8,9,9,26,9,Top Customer,,,,
14147,468.4,6,21-10-2011,09-12-2011,49,4,0,6,10,3,At Risk/ Need Attention,,,,
14148,157.2,3,20-04-2011,09-12-2011,233,1,0,2,3,0,immediate Attention,,,,
